MOD was to ~ PAST,9,8,1
IMPV ~ TO INF,9,9,0
MOD can ~ MOD could,8,8,0
MOD can ~ MOD should,8,8,0
MOD should ~ MOD was to,7,5,2
MOD can ~ MOD let,7,7,0
IMPV ~ PAST,7,5,2
MOD can ~ TO INF,7,7,0
MOD may ~ PRES PART,7,6,1
MOD might ~ MOD would,7,7,0
MOD lest,7,7,0
MOD could ~ MOD might,7,7,0
PRES PART ~ TO INF,7,7,0
FUT ~ MOD must,7,7,0
MOD could ~ MOD would,7,7,0
PAST PERF,7,6,1
MOD would ~ TO INF,6,6,0
MOD lest ~ MOD might,6,5,1
MOD can ~ PRES PART,6,6,0
MOD could ~ PAST,6,6,0
MOD is to ~ MOD may,6,5,1
FUT ~ PRES PERF,6,6,0
MOD shall ~ MOD would,6,5,1
MOD let ~ PRES PART,6,6,0
FUT going-to ~ MOD shall,6,6,0
FUT ~ FUT going-to,6,6,0
MOD might ~ TO INF,6,6,0
PAST ~ PAST PROG,6,6,0
MOD might ~ PAST,5,5,0
MOD might ~ MOD should,5,5,0
MOD let ~ MOD would,5,5,0
MOD was to,5,5,0
MOD lest ~ TO INF,5,5,0
MOD VB ~ MOD may,5,4,1
MOD is to ~ MOD must,5,5,0
FUT ~ PRES PROG,4,3,1
PAST PERF ~ PRES,4,4,0
MOD can ~ PAST,4,4,0
HAB used to,4,4,0
IMPV ~ MOD is to,4,4,0
MOD VB ~ PRES,4,4,0
PRES PERF ~ TO INF,4,4,0
FUT ~ MOD is to,4,4,0
IMPV ~ MOD lest,4,4,0
?VB ~ PAST,4,4,0
MOD let ~ PRES PERF,4,4,0
MOD should ~ PAST,4,4,0
MOD would ~ PRES PART,3,3,0
FUT PROG ~ PRES,3,3,0
FUT ~ MOD that be,3,3,0
PRES PART ~ PRES PERF,3,3,0
MOD may ~ PRES PERF,3,3,0
MOD may ~ PAST,3,3,0
MOD shall ~ PRES PERF,3,2,1
MOD may ~ MOD might,3,3,0
PAST PROG,3,3,0
MOD lest ~ MOD would,3,3,0
MOD can ~ MOD might,3,3,0
MOD need not ~ MOD shall,3,3,0
MOD could ~ MOD should,3,3,0
MOD is to ~ PRES PART,3,3,0
MOD could ~ MOD must,3,3,0
MOD should ~ PRES PERF,2,2,0
MOD let ~ MOD that be,2,2,0
MOD need not ~ PRES,2,2,0
PAST PROG ~ PRES,2,2,0
PRES ~ PRES do,2,2,0
MOD must ~ MOD should,2,2,0
MOD that be,2,2,0
MOD must ~ MOD quest must,2,2,0
MOD is to ~ PRES,2,2,0
PRES PROG,2,2,0
MOD lest ~ MOD let,2,2,0
MOD lest ~ MOD should,2,2,0
MOD is to ~ TO INF,2,2,0
MOD can ~ MOD must,2,2,0
MOD could ~ TO INF,2,2,0
MOD lest ~ MOD shall,2,1,1
FUT ~ MOD was to,1,1,0
MOD quest must,1,1,0
PRES PERF ~ PRES PROG,1,1,0
MOD quest must ~ MOD shall,1,1,0
MOD might ~ PRES PERF,1,1,0
PRES PART ~ PRES PROG,1,1,0
MOD must ~ TO INF,1,1,0
MOD must ~ PRES PART,1,1,0
FUT going-to ~ MOD lest,1,1,0
PRES ~ PRES shall,1,1,0
FUT PERF,1,1,0
FUT PERF ~ PRES,1,1,0
FUT PROG ~ MOD shall,1,1,0
MOD is to ~ MOD lest,1,1,0
FUT going-to ~ MOD is to,1,1,0
FUT going-to ~ MOD may,1,1,0
PRES ~ PRES can,1,1,0
MOD must ~ PRES shall,1,1,0
FUT ~ FUT PERF,1,1,0
FUT ~ FUT PROG,1,1,0
MOD must ~ PRES PROG,1,1,0
MOD could ~ PAST PERF,1,1,0
FUT ~ MOD,1,1,0
MOD could ~ PRES PERF,1,1,0
HAB used to ~ PRES,1,1,0
FUT ~ PRES shall,1,1,0
MOD may ~ MOD would,1,1,0
MOD would ~ PAST PROG,1,1,0
MOD lest ~ MOD must,1,1,0
MOD would ~ PAST PERF,1,1,0
MOD lest ~ MOD that be,1,1,0
MOD can ~ MOD lest,1,1,0
MOD ~ MOD let,1,1,0
MOD VB ~ TO INF,1,1,0
MOD that be ~ TO INF,1,1,0
MOD VB ~ MOD shall,1,1,0
MOD VB ~ MOD can,1,1,0
JJ ~ PRES,1,1,0
MOD let ~ MOD might,1,1,0
IMPV ~ PRES PERF,1,1,0
MOD ~ PRES,1,0,1
MOD should ~ PRES PART,1,1,0
MOD let ~ MOD that,1,1,0
IMPV ~ MOD need not,1,1,0
MOD could ~ MOD shall,1,1,0
MOD is to ~ MOD should,1,1,0
MOD let ~ VB,1,1,0
MOD is to ~ PRES PROG,1,1,0
IMPV ~ MOD,1,1,0
IMPV not ~ MOD must,1,1,0
PAST PROG ~ PRES PART,1,1,0
HAB used to ~ PRES PERF,1,1,0
HAB used to ~ MOD would,1,1,0
MOD may ~ MOD should,1,1,0
MOD was to ~ PRES,1,1,0
